tiktok_id,username,followers,following,likes,videos,average_engagement_rate,is_generated,date,
"","addisonre","1296286","316","24139705","118","0","0","2019-11-10+19:03:01",
"","addisonre","1276881","312","23644258","116","0","0","2019-11-09+19:03:01",
"","addisonre","1257475","308","23148811","113","0","0","2019-11-08+19:03:01",
"","addisonre","1238070","304","22653364","111","0","0","2019-11-07+19:03:01",
"","addisonre","1197251","293","21894900","110","0","0","2019-11-06+06:38:01",
"","addisonre","1179941","1179941","21506389","108","0","0","2019-11-05+15:37:01",
"","addisonre","1129971","261","20402289","107","0","0","2019-11-04+09:36:01",
"","addisonre","1116093","1116093","20104463","105","0","0","2019-11-03+18:32:01",
"","addisonre","1098607","260","19805278","105","0","0","2019-11-02+12:30:01",
"","addisonre","1084020","255","19460831","105","0","0","2019-11-01+21:22:36",
