text,createTime,authorMeta.name,authorMeta.heart,authorMeta.video,musicMeta.musicName,musicMeta.musicAuthor,videoMeta.duration,diggCount,shareCount,playCount,commentCount,mentions,hashtags,dates,Engagement Rates,Hypehouse?
im sweating @heididamelio @marcdamelio,1584329779,dixiedamelio,548021487,183,Wii Music,markianb,15,5398713,36560,24736931,29790,"[""@heididamelio"",""@marcdamelio""]",[],2020-03-15,22.092728479535314,1
hi family @marcdamelio @heididamelio,1584305540,dixiedamelio,548021487,183,"Need A Freak (feat. Huncho Da Rockstar, Kblast, Number9ok)",Mighty Bay,8,3038018,4341,18494261,16092,"[""@marcdamelio"",""@heididamelio""]",[],2020-03-15,16.537297705488204,1
i aint shy,1584305123,dixiedamelio,548021498,183,2liveSoundsmix,2live.d,15,5312156,21423,30585897,38761,[],[],2020-03-15,17.564761955485565,1
am i a real tiktoker now??,1584120285,dixiedamelio,548021498,183,2liveSoundsmix,2live.d,15,6056380,37572,33555646,72911,[],[],2020-03-13,18.37801900759115,1
she wouldn’t let me have a shake shack burger 5 minutes after getting my wisdom teeth out,1584030786,dixiedamelio,548021498,183,original sound,dixiedamelio,20,7846143,72358,40753836,54096,[],[],2020-03-12,19.5628136698592,1
max effort i swear,1583999866,dixiedamelio,548021498,183,#hiteverybeat,lulbabyynelii,9,4549707,6180,26667034,21850,[],"[{""id"":""9981"",""name"":""canttouchthis"",""title"":""Some of you might remember the song from way back when ... Can't touch this 😎Try the dance moves too 1,2,3 ... 💃🏾\n\nHow to shoot: \n1. Click the shoot icon. \n2. Click on 'sounds' at the top of your screen and choose the 1st one. \n3. Have fun and don't forget to add #Canttouchthis."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/0deed85a7cce4273666b88b6917718a4""]}]",2020-03-12,17.166277284530405,1
🥺,1583884670,dixiedamelio,548021498,183,JOEMAMA,joewaud,5,5635433,21368,31337595,39536,[],[],2020-03-10,18.177326626373212,1
she keeps forgetting that i have a tooth ache,1583638543,dixiedamelio,548021498,183,Tell me why the hell dixie is here,michael.camposss,10,5683530,15535,27331509,17074,[],[],2020-03-07,20.91409954715636,1
missed u @ktifford,1583638175,dixiedamelio,548021498,183,original sound,cherrysounds._,10,2171988,4148,14752957,7384,"[""@ktifford""]",[],2020-03-07,14.800558288077434,1
🥺✨ #atlantisbahamas,1583455280,dixiedamelio,548021498,183,Mine,Bazzi,30,3972699,31217,19609734,18930,[],"[{""id"":""9430078"",""name"":""atlantisbahamas"",""title"":"""",""cover"":[]}]",2020-03-05,20.51453630120633,1
vibes,1583343695,dixiedamelio,548021498,183,Sunset Lover,Petit Biscuit,14,5100159,18636,26240069,20471,[],[],2020-03-04,19.585565876370218,1
@ me next time,1583339142,dixiedamelio,548021498,183,original sound,dixiedamelio,10,2368320,2894,16147679,7619,[],[],2020-03-04,14.731733272626983,1
friends crazy,1583276761,dixiedamelio,548021498,183,death bed (coffee for your head),Powfu feat. beabadoobee,15,3181962,17210,18735572,12221,[],[],2020-03-03,17.14061892532558,1
@addisonre,1583263096,dixiedamelio,548021498,183,JOEMAMA,joewaud,5,4114552,30771,23152759,20987,"[""@addisonre""]",[],2020-03-03,17.99487482247796,1
fam things 🤍 @darbishane @marcdamelio @charlidamelio,1583045565,dixiedamelio,548021498,183,Young Thug - Relationship (feat. Future),oouumanii_,10,2225317,4170,16451791,8296,"[""@darbishane"",""@marcdamelio"",""@charlidamelio""]",[],2020-03-01,13.60206314315566,1
this one is good & ill miss you -griff,1582966684,dixiedamelio,548021498,183,original sound,notauser112224444,6,5507647,48449,37637025,34539,[],[],2020-02-29,14.85408318006006,1
well this is awkward,1582782473,dixiedamelio,548021498,183,original sound,jdwavy,12,2589043,13343,17789112,8117,[],[],2020-02-26,14.67472350502937,1
Loving @ralphlauren  latest drop. Which look is your favorite? How would you style the Mini Sloane Bag? #RalphLauren #PoloRalphLauren #ad,1582759274,dixiedamelio,548021498,183,original sound,dixiedamelio,16,1426438,2000,12578177,7327,"[""@ralphlauren""]","[{""id"":""23103"",""name"":""ralphlauren"",""title"":"""",""cover"":[]},{""id"":""2098755"",""name"":""poloralphlauren"",""title"":"""",""cover"":[]},{""id"":""20898"",""name"":""ad"",""title"":"""",""cover"":[]}]",2020-02-26,11.414730449412502,1
Check out @ralphlauren  to see my latest video. 🥺🖤 Had so much fun with my #PoloRalphLauren crew! #RalphLauren #ad,1582649952,dixiedamelio,548021498,183,Say So,Doja Cat,11,1580355,3398,12309165,6105,"[""@ralphlauren""]","[{""id"":""2098755"",""name"":""poloralphlauren"",""title"":"""",""cover"":[]},{""id"":""23103"",""name"":""ralphlauren"",""title"":"""",""cover"":[]},{""id"":""20898"",""name"":""ad"",""title"":"""",""cover"":[]}]",2020-02-25,12.916050763800794,1
congrats on 30m bb ily @charlidamelio @ellendegeneres,1582597975,dixiedamelio,548021498,183,"Today's The Day - From ""The Ellen DeGeneres Show""",P!nk,15,1937895,11519,12757576,12420,"[""@charlidamelio"",""@ellendegeneres""]",[],2020-02-24,15.37779590731029,1
first part was from a couple weeks ago and i know i would never finish this video so here. also imy @charlidamelio,1582501185,dixiedamelio,548021498,183,original sound,ｐｅａｃｈｙッ,5,2007713,3733,12444430,8620,"[""@charlidamelio""]",[],2020-02-23,16.23269205580328,1
feeling: scary🤯🥳😅,1582357873,dixiedamelio,548021498,183,Trust,Brent Faiyaz,15,2338749,22523,15522058,10726,[],[],2020-02-22,15.281465898400842,1
@nickaustinn,1582334940,dixiedamelio,548021498,183,The Box,Roddy Ricch,5,3428540,17991,19052646,16422,"[""@nickaustinn""]",[],2020-02-21,18.175706408443215,1
@nba 🖤🏀,1581818440,dixiedamelio,548021498,183,Topanga,Trippie Redd,15,2490231,7992,15623637,12593,"[""@nba""]",[],2020-02-15,16.070624272696556,1
tune into TNT tonight to watch us participate in the NBA Dunk Contest 🖤🥺 @addisonre,1581807918,dixiedamelio,548021498,183,original sound,krzyaudios,12,6269277,42799,36728901,26019,"[""@addisonre""]",[],2020-02-15,17.25642430738671,1
@addisonre and some boys lol,1581798385,dixiedamelio,548021498,183,Original Sound,Unknown,13,3070298,21223,18962118,10058,"[""@addisonre""]",[],2020-02-15,16.35671183989046,1
@trippieatplay,1581783056,dixiedamelio,548021498,183,Topanga,Trippie Redd,15,1540298,4966,10905402,8719,"[""@trippieatplay""]",[],2020-02-15,14.249662690105325,1
i look mean lol,1581667110,dixiedamelio,548021498,183,Don't I,Kierra Luv,13,2788618,8651,15830836,16914,[],[],2020-02-14,17.77659120465906,1
im following everyone who comments first,1581541567,dixiedamelio,548021498,183,Make No Sense,YoungBoy Never Broke Again,5,3900295,19645,19618675,1,[],[],2020-02-12,19.980661283190635,1
ew im cringing,1581541318,dixiedamelio,548021507,183,Bagaikan Langit（cover）,_ucil👑,10,3066330,17774,22076955,37876,[],"[{""id"":""1658265782030341"",""name"":""emojigameface"",""title"":""Make your best emoji game faces 🤪😚🙄😜Join #emojigameface \n\nHow to shoot: \n1. Click the shoot icon. \n2. Click on 'sounds' at the top of your screen and select the 1st one. \n3. Record your emoji faces \n4. Then add your emojis \n5. Don't forget to add #emojigamegface"",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/a15aa2ed611025307aec6c73bb5e6cdf""]},{""id"":""24818163"",""name"":""caradeemoji"",""title"":""Adiós #DedosChallenge, hola #CaraDeEmoji 😉😜😱😳"",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/33f6081a5f30a146f990128ce70762c3""]}]",2020-02-12,14.141352374002663,1
