tiktok_id,username,followers,following,likes,videos,average_engagement_rate,is_generated,date,
"1944858","lilhuddy","10748535","9616","541700844","5402","14","1","2020-01-27+06:10:01",
"1944858","lilhuddy","10630879","9616","536379655","5398","14","1","2020-01-26+06:10:01",
"1944858","lilhuddy","10513224","9616","531058466","5395","14","1","2020-01-25+06:10:01",
"1944858","lilhuddy","10395568","9616","525737278","5391","14","1","2020-01-24+06:10:01",
"1944858","lilhuddy","10277913","9616","520416089","5387","14","1","2020-01-23+06:10:01",
"1944858","lilhuddy","10160257","9616","515094900","5384","14","1","2020-01-22+06:10:01",
"1944858","lilhuddy","10042602","9616","509773712","5380","14","1","2020-01-21+06:10:01",
"1944858","lilhuddy","9924946","9615","504452523","5376","15","1","2020-01-20+06:10:01",
"1944858","lilhuddy","9807291","9615","499131335","5373","15","1","2020-01-19+06:10:01",
"1944858","lilhuddy","9689635","9615","493810146","5369","15","1","2020-01-18+06:10:01",
"1944858","lilhuddy","9571980","9615","488488957","5365","15","1","2020-01-17+06:10:01",
"1944858","lilhuddy","9454324","9615","483167769","5362","15","1","2020-01-16+06:10:01",
"1944858","lilhuddy","9336669","9615","477846580","5358","15","1","2020-01-15+06:10:01",
"1944858","lilhuddy","9219014","9615","472525392","5354","15","1","2020-01-14+06:10:01",
"1944858","lilhuddy","9101358","9615","467204203","5351","15","1","2020-01-13+06:10:01",
"1944858","lilhuddy","8983703","9615","461883014","5347","15","1","2020-01-12+06:10:01",
"1944858","lilhuddy","8866047","9615","456561826","5343","16","1","2020-01-11+06:10:01",
"1944858","lilhuddy","8748392","9614","451240637","5340","16","1","2020-01-10+06:10:01",
"1944858","lilhuddy","8630736","9614","445919448","5336","16","1","2020-01-09+06:10:01",
"1944858","lilhuddy","8513081","9614","440598260","5332","16","1","2020-01-08+06:10:01",
"1944858","lilhuddy","8395425","9614","435277071","5329","16","1","2020-01-07+06:10:01",
"1944858","lilhuddy","8277770","9614","429955883","5325","16","1","2020-01-06+06:10:01",
"1944858","lilhuddy","8160114","9614","424634694","5321","16","1","2020-01-05+06:10:01",
"1944858","lilhuddy","8042459","9614","419313505","5318","16","1","2020-01-04+06:10:01",
"1944858","lilhuddy","7924803","9614","413992317","5314","16","1","2020-01-03+06:10:01",
"1944858","lilhuddy","7807148","9614","408671128","5310","16","1","2020-01-02+06:10:01",
"1944858","lilhuddy","7689493","9614","403349940","5307","17.04","0","2020-01-01+06:10:01",
"1944858","lilhuddy","7532708","9614","396260458","5302","16","1","2019-12-31+21:17:02",
"1944858","lilhuddy","7375923","9614","389170977","5298","15","1","2019-12-30+21:17:02",
"1944858","lilhuddy","7219138","9614","382081496","5294","14.49","0","2019-12-29+21:17:02",
"1944858","lilhuddy","6980963","9611","373399425","5290","13","1","2019-12-28+13:56:01",
"1944858","lilhuddy","6742788","9609","364717355","5287","11.94","0","2019-12-27+13:56:01",
"1944858","lilhuddy","6624304","9609","359649528","5283","11","1","2019-12-26+07:59:01",
"1944858","lilhuddy","6505820","9610","354581702","5279","10.23","0","2019-12-25+07:59:01",
"1944858","lilhuddy","6424873","9609","351280073","5276","10","1","2019-12-24+13:56:01",
"1944858","lilhuddy","6343927","9609","347978444","5274","9","1","2019-12-23+13:56:01",
"1944858","lilhuddy","6262981","9608","344676815","5271","9","1","2019-12-22+13:56:01",
"1944858","lilhuddy","6182035","9608","341375187","5269","9.61","0","2019-12-21+13:56:01",
"1944858","lilhuddy","6100933","9607","337886204","5265","9","1","2019-12-20+23:48:01",
"1944858","lilhuddy","6019831","9606","334397222","5262","9","1","2019-12-19+23:48:01",
"","lilhuddy","5731756","9604","322801708","5247","2","0","2019-12-18+23:48:01",
"","lilhuddy","5800747","9604","325503885","5251","4","0","2019-12-18+23:48:01",
"","lilhuddy","5869738","9604","328206062","5255","7","0","2019-12-18+23:48:01",
"","lilhuddy","5938729","9605","330908240","5259","9.37","0","2019-12-18+23:48:01",
"","lilhuddy","5662766","9604","320099531","5244","0","0","2019-12-14+03:00:01",
"","lilhuddy","5544117","9590","316075512","5240","0","0","2019-12-13+00:22:01",
"","lilhuddy","5425468","9577","312051494","5237","0","0","2019-12-12+00:22:01",
"","lilhuddy","5338122","9567","310082560","5234","0","0","2019-12-11+00:42:54",
"","lilhuddy","5250777","9558","308113627","5231","0","0","2019-12-10+00:42:54",
"","lilhuddy","5221254","5221254","306897986","5226","0","0","2019-12-08+22:08:36",
"","lilhuddy","5155142","9555","304689420","5221","0","0","2019-12-07+03:52:01",
"","lilhuddy","5116995","9555","303353792","5217","0","0","2019-12-06+03:52:01",
"","lilhuddy","5049837","9539","301095326","5214","0","0","2019-12-05+04:14:53",
"","lilhuddy","4982680","9523","298836860","5211","0","0","2019-12-04+04:14:53",
